"ID";NAME;TRADEDATE;OPEN;HIGH;LOW;CLOSE;VALUE;DURATION;YIELD
IMOEX;Индекс МосБиржи;2013-01-21;1540.57;1542.8;1533.26;1537.66;20228111196;;
IMOEX;Индекс МосБиржи;2013-01-22;1537.68;1540.03;1517.01;1525.36;29071076123;;
IMOEX;Индекс МосБиржи;2013-01-23;1525.28;1538.13;1523.81;1537.49;30708514361;;
IMOEX;Индекс МосБиржи;2013-01-24;1537.44;1537.44;1518.82;1533.77;28057984779;;
IMOEX;Индекс МосБиржи;2013-01-25;1533.77;1544.85;1526.02;1544.02;26799999785;;
IMOEX;Индекс МосБиржи;2013-01-28;1544.02;1563.93;1543.24;1562.93;36868118874;;
IMOEX;Индекс МосБиржи;2013-01-29;1562.93;1566.42;1549.18;1549.75;35474705206;;
IMOEX;Индекс МосБиржи;2013-01-30;1549.75;1559.47;1537.08;1543.43;40522711737;;
IMOEX;Индекс МосБиржи;2013-01-31;1543.43;1547.37;1535.52;1546.76;47237500628;;
IMOEX;Индекс МосБиржи;2013-02-01;1546.52;1555.83;1543.13;1547.22;34334607728;;
IMOEX;Индекс МосБиржи;2013-02-04;1547.22;1553.38;1533.42;1535.35;25356270723;;
IMOEX;Индекс МосБиржи;2013-02-05;1535.37;1540.63;1528.49;1540.36;22140490026;;
IMOEX;Индекс МосБиржи;2013-02-06;1540.39;1553.19;1526.93;1530.38;34338338017;;
IMOEX;Индекс МосБиржи;2013-02-07;1530.38;1533.06;1518.86;1525.88;25128055119;;
IMOEX;Индекс МосБиржи;2013-02-08;1526.12;1527.19;1510.83;1519.91;30159632179;;
IMOEX;Индекс МосБиржи;2013-02-11;1519.93;1527.03;1515.39;1515.89;23302220559;;
IMOEX;Индекс МосБиржи;2013-02-12;1515.87;1518.75;1507.54;1512.03;29668631469;;
IMOEX;Индекс МосБиржи;2013-02-13;1512.03;1541;1512.03;1537.93;42614233203;;
IMOEX;Индекс МосБиржи;2013-02-14;1537.93;1550.03;1514.14;1519.22;51054329453;;
IMOEX;Индекс МосБиржи;2013-02-15;1519.22;1520.14;1500.79;1508.17;30814130610;;
IMOEX;Индекс МосБиржи;2013-02-18;1508.19;1511.72;1498.3;1510.35;21780745727;;
IMOEX;Индекс МосБиржи;2013-02-19;1510.33;1523.35;1509.54;1522.69;27424347409;;
IMOEX;Индекс МосБиржи;2013-02-20;1522.69;1526.34;1511.08;1511.4;28688707042;;
IMOEX;Индекс МосБиржи;2013-02-21;1511.4;1512.27;1486.49;1493.71;33395032808;;
IMOEX;Индекс МосБиржи;2013-02-22;1493.71;1501.69;1491.83;1496.61;19790688616;;
IMOEX;Индекс МосБиржи;2013-02-25;1496.61;1506.47;1493.35;1503.66;17979565413;;
IMOEX;Индекс МосБиржи;2013-02-26;1503.75;1504.98;1482.01;1484.67;28674421480;;
IMOEX;Индекс МосБиржи;2013-02-27;1484.67;1491.64;1481.11;1487.17;22085437674;;
IMOEX;Индекс МосБиржи;2013-02-28;1487.17;1496.61;1483.24;1486.04;29418028425;;
IMOEX;Индекс МосБиржи;2013-03-01;1486.06;1487.46;1466.84;1473.54;27527371073;;
IMOEX;Индекс МосБиржи;2013-03-04;1473.54;1477.27;1461.45;1464.45;23998198622;;
IMOEX;Индекс МосБиржи;2013-03-05;1463.98;1486.19;1462.49;1484.22;28454587813;;
IMOEX;Индекс МосБиржи;2013-03-06;1485.04;1498.07;1485.04;1491.49;24362639895;;
IMOEX;Индекс МосБиржи;2013-03-07;1491.99;1498.29;1489.02;1491.35;17891430067;;
IMOEX;Индекс МосБиржи;2013-03-11;1491.14;1516.49;1491.14;1504.05;29248093678;;
IMOEX;Индекс МосБиржи;2013-03-12;1503.98;1506.42;1494.92;1501.76;20954538726;;
IMOEX;Индекс МосБиржи;2013-03-13;1501.41;1510.67;1493.55;1496.37;34427331426;;
IMOEX;Индекс МосБиржи;2013-03-14;1495.73;1504.74;1490.35;1498.97;30538071356;;
IMOEX;Индекс МосБиржи;2013-03-15;1498.83;1515.16;1493.61;1495.11;38836289692;;
IMOEX;Индекс МосБиржи;2013-03-18;1495.71;1497.9;1449.22;1462.82;46421292814;;
IMOEX;Индекс МосБиржи;2013-03-19;1461.88;1469.78;1448.55;1449.2;34324229278;;
IMOEX;Индекс МосБиржи;2013-03-20;1448.84;1460.66;1442.68;1459.03;35046897909;;
IMOEX;Индекс МосБиржи;2013-03-21;1458.24;1466.95;1457.93;1459.22;28550397392;;
IMOEX;Индекс МосБиржи;2013-03-22;1459.17;1460.39;1440.27;1441.36;27710099845;;
IMOEX;Индекс МосБиржи;2013-03-25;1441.26;1458.58;1425.78;1428.46;29212972358;;
IMOEX;Индекс МосБиржи;2013-03-26;1427.99;1432.41;1412.41;1417;35279244171;;
IMOEX;Индекс МосБиржи;2013-03-27;1416.78;1426.68;1407.22;1425;33964026675;;
IMOEX;Индекс МосБиржи;2013-03-28;1424.56;1434.38;1414.96;1434.18;37964361070;;
IMOEX;Индекс МосБиржи;2013-03-29;1434.88;1440.1;1432.8;1438.57;10120213882;;
IMOEX;Индекс МосБиржи;2013-04-01;1438.84;1442.7;1427.83;1428.47;12718423398;;
IMOEX;Индекс МосБиржи;2013-04-02;1428.29;1435.12;1424.9;1430.3;23890774042;;
IMOEX;Индекс МосБиржи;2013-04-03;1430.3;1433.81;1422.48;1427.94;26439439095;;
IMOEX;Индекс МосБиржи;2013-04-04;1427.42;1440.62;1416.75;1426.87;36268432074;;
IMOEX;Индекс МосБиржи;2013-04-05;1426.61;1430.55;1410.47;1416.69;31492181208;;
IMOEX;Индекс МосБиржи;2013-04-08;1417.28;1430.58;1406.67;1408.55;25323378471;;
IMOEX;Индекс МосБиржи;2013-04-09;1408.81;1427.29;1408.81;1425.49;25693833642;;
IMOEX;Индекс МосБиржи;2013-04-10;1425.79;1432.55;1419.96;1425.5;28034210901;;
IMOEX;Индекс МосБиржи;2013-04-11;1425.19;1428.84;1397.82;1401.73;29775114562;;
IMOEX;Индекс МосБиржи;2013-04-12;1400.92;1401.46;1380.57;1385.84;26881547102;;
IMOEX;Индекс МосБиржи;2013-04-15;1385.62;1387.94;1351.83;1359.69;36136942147;;
IMOEX;Индекс МосБиржи;2013-04-16;1358.23;1366.45;1349.93;1352.37;28185620093;;
IMOEX;Индекс МосБиржи;2013-04-17;1353.41;1358.61;1328.84;1335.89;31350713378;;
IMOEX;Индекс МосБиржи;2013-04-18;1335.91;1350.67;1333.73;1335.21;28941395839;;
IMOEX;Индекс МосБиржи;2013-04-19;1335.57;1346.39;1330.02;1338.43;23559778621;;
IMOEX;Индекс МосБиржи;2013-04-22;1338.67;1354.84;1324.58;1336.84;28348752264;;
IMOEX;Индекс МосБиржи;2013-04-23;1337.22;1342.79;1320.73;1339.91;27073966007;;
IMOEX;Индекс МосБиржи;2013-04-24;1339.51;1378.03;1337.53;1377.01;37947228082;;
IMOEX;Индекс МосБиржи;2013-04-25;1377.33;1386.31;1368.05;1372.2;39433254295;;
IMOEX;Индекс МосБиржи;2013-04-26;1372.5;1375.73;1358.28;1372.04;30084465483;;
IMOEX;Индекс МосБиржи;2013-04-29;1373.57;1380.1;1360.54;1362.57;21513847452;;
IMOEX;Индекс МосБиржи;2013-04-30;1363.38;1389.76;1360.58;1385.88;38266511047;;
IMOEX;Индекс МосБиржи;2013-05-02;1385.88;1386.69;1369.52;1376.56;18339627176;;
IMOEX;Индекс МосБиржи;2013-05-03;1377.45;1408.05;1377.14;1408.03;20213565417;;
IMOEX;Индекс МосБиржи;2013-05-06;1408.03;1417.99;1406.2;1413.43;20362452085;;
IMOEX;Индекс МосБиржи;2013-05-07;1413.02;1431.06;1407.95;1430.18;33425365199;;
IMOEX;Индекс МосБиржи;2013-05-08;1430.12;1436.07;1421.41;1432.94;23893555999;;
IMOEX;Индекс МосБиржи;2013-05-10;1431.31;1446.34;1421.53;1426.25;14910307256;;
IMOEX;Индекс МосБиржи;2013-05-13;1426.25;1427.03;1409.34;1416.5;30681153085;;
IMOEX;Индекс МосБиржи;2013-05-14;1414.79;1421.14;1398.65;1405.76;31353415787;;
IMOEX;Индекс МосБиржи;2013-05-15;1405.65;1409.65;1384.97;1391.98;27987573687;;
IMOEX;Индекс МосБиржи;2013-05-16;1392.54;1395.17;1373.1;1373.65;26998112102;;
IMOEX;Индекс МосБиржи;2013-05-17;1373.53;1405.32;1372.57;1401.79;27213515506;;
IMOEX;Индекс МосБиржи;2013-05-20;1401.43;1413.42;1399.68;1406.86;25951733595;;
IMOEX;Индекс МосБиржи;2013-05-21;1406.94;1425.79;1399.41;1422.99;27869967867;;
IMOEX;Индекс МосБиржи;2013-05-22;1423.11;1453.69;1422.4;1448.42;37591516826;;
IMOEX;Индекс МосБиржи;2013-05-23;1448.56;1449.62;1393.12;1396.91;36241575776;;
IMOEX;Индекс МосБиржи;2013-05-24;1397.75;1404.88;1376.22;1380.88;31696921130;;
IMOEX;Индекс МосБиржи;2013-05-27;1380.92;1389.96;1373.2;1378.29;14169413565;;
IMOEX;Индекс МосБиржи;2013-05-28;1378.25;1404.42;1378.07;1397.72;27002142678;;
IMOEX;Индекс МосБиржи;2013-05-29;1397.54;1397.54;1360.89;1361.43;32223300702;;
IMOEX;Индекс МосБиржи;2013-05-30;1361.16;1373.37;1355.4;1361.26;33563610773;;
IMOEX;Индекс МосБиржи;2013-05-31;1362;1372.24;1340.39;1350.17;47514816042;;
IMOEX;Индекс МосБиржи;2013-06-03;1350.17;1353.47;1324.54;1337.4;40199050663;;
IMOEX;Индекс МосБиржи;2013-06-04;1337.52;1358.05;1337.44;1341.62;28995190214;;
IMOEX;Индекс МосБиржи;2013-06-05;1341.33;1343.45;1321.06;1326.78;30496581828;;
IMOEX;Индекс МосБиржи;2013-06-06;1326.73;1328.84;1314.38;1316.92;27857223161;;
IMOEX;Индекс МосБиржи;2013-06-07;1316.32;1347.81;1315.42;1343.9;27700113458;;
IMOEX;Индекс МосБиржи;2013-06-10;1343.9;1357.18;1328.38;1335.25;25736753050;;
IMOEX;Индекс МосБиржи;2013-06-11;1335.25;1340.78;1298.25;1301.31;33748561044;;
IMOEX;Индекс МосБиржи;2013-06-13;1302.52;1302.94;1271.39;1281.89;34376478090;;
IMOEX;Индекс МосБиржи;2013-06-14;1282.46;1306.61;1279.55;1299.61;28625423933;;
IMOEX;Индекс МосБиржи;2013-06-17;1300.02;1328.66;1298.56;1325.27;31888008801;;
IMOEX;Индекс МосБиржи;2013-06-18;1325.09;1342.28;1319.73;1335.14;23181701876;;
IMOEX;Индекс МосБиржи;2013-06-19;1334.66;1340.26;1316.88;1323.57;21646322615;;
IMOEX;Индекс МосБиржи;2013-06-20;1323.55;1325.64;1293.18;1297.01;31211103805;;
IMOEX;Индекс МосБиржи;2013-06-21;1297.01;1316;1290.47;1298.89;32467210411;;
IMOEX;Индекс МосБиржи;2013-06-24;1298.41;1304.7;1284.9;1290.26;28204429993;;
IMOEX;Индекс МосБиржи;2013-06-25;1289.76;1309.54;1287.93;1297.59;29343081881;;
IMOEX;Индекс МосБиржи;2013-06-26;1297.59;1325.79;1297.49;1320.39;28203573265;;
IMOEX;Индекс МосБиржи;2013-06-27;1320.39;1325.71;1305.03;1313.23;26383311529;;
IMOEX;Индекс МосБиржи;2013-06-28;1314.68;1330.81;1311.08;1330.46;29386953242;;
IMOEX;Индекс МосБиржи;2013-07-01;1330.46;1337.04;1319.81;1336.17;17604985591;;
IMOEX;Индекс МосБиржи;2013-07-02;1334.44;1339.92;1328.85;1337.92;19724511939;;
IMOEX;Индекс МосБиржи;2013-07-03;1338.28;1338.98;1324.27;1333.35;21751292610;;
IMOEX;Индекс МосБиржи;2013-07-04;1333.4;1349.85;1331.64;1349.21;20680206109;;
IMOEX;Индекс МосБиржи;2013-07-05;1348.94;1360.8;1340.22;1342.72;24987805177;;
IMOEX;Индекс МосБиржи;2013-07-08;1343.25;1351.71;1338.57;1348.88;15135318287;;
IMOEX;Индекс МосБиржи;2013-07-09;1349.8;1355.14;1342.51;1345.73;17009375010;;
IMOEX;Индекс МосБиржи;2013-07-10;1345.48;1349.64;1330.73;1333.71;17995800679;;
IMOEX;Индекс МосБиржи;2013-07-11;1333.12;1370.07;1332.26;1368.11;32510267533;;
IMOEX;Индекс МосБиржи;2013-07-12;1368.11;1398.48;1366.54;1398.22;36828503914;;
IMOEX;Индекс МосБиржи;2013-07-15;1396.38;1409.11;1393.4;1403.56;27485191287;;
IMOEX;Индекс МосБиржи;2013-07-16;1403.43;1416.97;1399.84;1410.1;29526572066;;
IMOEX;Индекс МосБиржи;2013-07-17;1409.21;1432.35;1407.15;1431.8;35722012697;;
IMOEX;Индекс МосБиржи;2013-07-18;1431.3;1439.6;1408.66;1416.63;39832504472;;
IMOEX;Индекс МосБиржи;2013-07-19;1417.47;1436.15;1408.9;1421.67;29610094265;;
IMOEX;Индекс МосБиржи;2013-07-22;1421.67;1429.36;1408.83;1415.52;21827732138;;
IMOEX;Индекс МосБиржи;2013-07-23;1415.48;1432.3;1415.48;1417.34;26448101070;;
IMOEX;Индекс МосБиржи;2013-07-24;1418.33;1419.31;1402.78;1407.41;26568233042;;
IMOEX;Индекс МосБиржи;2013-07-25;1408.42;1409.56;1396.11;1401.88;23113129369;;
IMOEX;Индекс МосБиржи;2013-07-26;1401.94;1410.44;1400.7;1403.14;20498673653;;
IMOEX;Индекс МосБиржи;2013-07-29;1403.31;1410.73;1397.93;1398.3;16109119204;;
IMOEX;Индекс МосБиржи;2013-07-30;1398.24;1409.21;1386.21;1387.31;31777795211;;
IMOEX;Индекс МосБиржи;2013-07-31;1387.31;1392.4;1375.38;1375.79;25695490943;;
IMOEX;Индекс МосБиржи;2013-08-01;1376.31;1400.15;1375.93;1398.46;23315082531;;
IMOEX;Индекс МосБиржи;2013-08-02;1398.75;1409.61;1383.28;1392.15;23953578417;;
IMOEX;Индекс МосБиржи;2013-08-05;1391.79;1400.24;1388.26;1391.75;15713577296;;
IMOEX;Индекс МосБиржи;2013-08-06;1391.54;1391.54;1363.51;1364.65;18369408430;;
IMOEX;Индекс МосБиржи;2013-08-07;1364.31;1375.09;1356.24;1362.91;20605845443;;
IMOEX;Индекс МосБиржи;2013-08-08;1364.4;1370.81;1353.71;1362.38;23986978343;;
IMOEX;Индекс МосБиржи;2013-08-09;1360.82;1384.93;1359.98;1382.72;23753024883;;
IMOEX;Индекс МосБиржи;2013-08-12;1382.74;1390.16;1378.93;1388.36;18511035116;;
IMOEX;Индекс МосБиржи;2013-08-13;1387.9;1409.91;1387.43;1407.86;25248767872;;
IMOEX;Индекс МосБиржи;2013-08-14;1408.73;1425.1;1407;1423.87;23876160396;;
IMOEX;Индекс МосБиржи;2013-08-15;1424.17;1424.17;1388.81;1391.37;24982813091;;
IMOEX;Индекс МосБиржи;2013-08-16;1392.98;1396.5;1372.03;1380.31;23811955700;;
IMOEX;Индекс МосБиржи;2013-08-19;1380.56;1384.33;1368.95;1382.32;17873142853;;
IMOEX;Индекс МосБиржи;2013-08-20;1381.98;1383.01;1365.22;1377.28;21690495350;;
IMOEX;Индекс МосБиржи;2013-08-21;1376.82;1390.29;1368.06;1376.6;25959244434;;
IMOEX;Индекс МосБиржи;2013-08-22;1375.49;1398.47;1368.06;1396.65;26905346310;;
IMOEX;Индекс МосБиржи;2013-08-23;1397.54;1401.67;1392.59;1393.21;19862975165;;
IMOEX;Индекс МосБиржи;2013-08-26;1392.42;1403.88;1382.6;1387.06;11910072127;;
IMOEX;Индекс МосБиржи;2013-08-27;1387.21;1387.21;1367.56;1374.21;22824404174;;
IMOEX;Индекс МосБиржи;2013-08-28;1374.27;1375.39;1355.7;1369.64;27177077921;;
IMOEX;Индекс МосБиржи;2013-08-29;1369.64;1380.61;1366.79;1371.89;18947738747;;
IMOEX;Индекс МосБиржи;2013-08-30;1372.02;1373.1;1357.93;1364.65;21743602697;;
IMOEX;Индекс МосБиржи;2013-09-02;1364.75;1373.73;1364.27;1367.53;12744074194;;
IMOEX;Индекс МосБиржи;2013-09-03;1366.99;1384.18;1366.99;1373.82;22164253799;;
IMOEX;Индекс МосБиржи;2013-09-04;1372.98;1376.42;1365.21;1375.66;16929685929;;
IMOEX;Индекс МосБиржи;2013-09-05;1375.66;1422.4;1373.29;1422.4;37635586932;;
IMOEX;Индекс МосБиржи;2013-09-06;1421.86;1448.75;1418.8;1423.4;52189115910;;
IMOEX;Индекс МосБиржи;2013-09-09;1423.4;1455.28;1421.45;1451.54;45793220661;;
IMOEX;Индекс МосБиржи;2013-09-10;1451.54;1464.2;1446.97;1453.57;48929041065;;
IMOEX;Индекс МосБиржи;2013-09-11;1452.52;1459.68;1449.58;1454.12;30684670193;;
IMOEX;Индекс МосБиржи;2013-09-12;1454.21;1461.2;1441.58;1450.23;32739117665;;
IMOEX;Индекс МосБиржи;2013-09-13;1450.66;1451.89;1434.74;1440.74;24692731039;;
IMOEX;Индекс МосБиржи;2013-09-16;1441.06;1470.65;1438.79;1470.48;44309429172;;
IMOEX;Индекс МосБиржи;2013-09-17;1470.71;1474.02;1461.86;1473.03;23620116573;;
IMOEX;Индекс МосБиржи;2013-09-18;1472.17;1482.59;1462.18;1464.95;35222582334;;
IMOEX;Индекс МосБиржи;2013-09-19;1464.35;1501.32;1463.8;1487.19;53895959163;;
IMOEX;Индекс МосБиржи;2013-09-20;1486.49;1488.5;1476.07;1476.73;31552058986;;
IMOEX;Индекс МосБиржи;2013-09-23;1476.69;1478.61;1463.61;1467.62;26313729744;;
IMOEX;Индекс МосБиржи;2013-09-24;1466.41;1472.11;1459.21;1464.72;27919329025;;
IMOEX;Индекс МосБиржи;2013-09-25;1464.72;1480.33;1459.13;1479.59;26805611981;;
IMOEX;Индекс МосБиржи;2013-09-26;1479.59;1490.02;1475.35;1485.14;27797509828;;
IMOEX;Индекс МосБиржи;2013-09-27;1483.99;1486.59;1468.35;1471.89;27963985931;;
IMOEX;Индекс МосБиржи;2013-09-30;1472.23;1474.57;1453.65;1462.82;25872462007;;
IMOEX;Индекс МосБиржи;2013-10-01;1462.82;1472.98;1460.09;1471.73;25307021784;;
IMOEX;Индекс МосБиржи;2013-10-02;1472.45;1474.9;1450.52;1454.29;27495476013;;
IMOEX;Индекс МосБиржи;2013-10-03;1454.53;1466.23;1452.25;1456.49;25770973324;;
IMOEX;Индекс МосБиржи;2013-10-04;1456.51;1474.42;1449.76;1474.21;26311777713;;
IMOEX;Индекс МосБиржи;2013-10-07;1474.45;1481.55;1462.85;1480.2;26517483690;;
IMOEX;Индекс МосБиржи;2013-10-08;1480.2;1505.73;1479.34;1505.14;42946368599;;
IMOEX;Индекс МосБиржи;2013-10-09;1503.44;1511.79;1495.13;1501.01;35959606572;;
IMOEX;Индекс МосБиржи;2013-10-10;1499.22;1523.22;1499.22;1516.73;38845457572;;
IMOEX;Индекс МосБиржи;2013-10-11;1516.8;1524.35;1507.06;1513.03;31257984815;;
IMOEX;Индекс МосБиржи;2013-10-14;1511.81;1511.81;1501.48;1510.2;22248219088;;
IMOEX;Индекс МосБиржи;2013-10-15;1510.2;1532.25;1510.01;1531.67;35595000096;;
IMOEX;Индекс МосБиржи;2013-10-16;1530.17;1537.08;1522.75;1531.57;35961721949;;
IMOEX;Индекс МосБиржи;2013-10-17;1531.57;1536.39;1505.89;1512.32;38147436617;;
IMOEX;Индекс МосБиржи;2013-10-18;1512.32;1537.28;1512.32;1533.35;35209295483;;
IMOEX;Индекс МосБиржи;2013-10-21;1535.22;1538.75;1526.62;1533.61;25593174902;;
IMOEX;Индекс МосБиржи;2013-10-22;1535.27;1535.99;1523.36;1528.76;31272221637;;
IMOEX;Индекс МосБиржи;2013-10-23;1526.4;1527.1;1503.88;1507.26;37342903626;;
IMOEX;Индекс МосБиржи;2013-10-24;1506.87;1510.38;1497.35;1502.46;32615092636;;
IMOEX;Индекс МосБиржи;2013-10-25;1501.94;1507.18;1493.18;1504.48;37857965642;;
IMOEX;Индекс МосБиржи;2013-10-28;1504.7;1520.53;1503.45;1511.51;28835496578;;
IMOEX;Индекс МосБиржи;2013-10-29;1511.51;1521.12;1506.65;1516.17;30691077070;;
IMOEX;Индекс МосБиржи;2013-10-30;1516.3;1527.4;1510.71;1516;33324599770;;
IMOEX;Индекс МосБиржи;2013-10-31;1516;1516;1498.39;1510.21;34268139460;;
IMOEX;Индекс МосБиржи;2013-11-01;1509.58;1517.25;1507.58;1515.15;25849455323;;
IMOEX;Индекс МосБиржи;2013-11-05;1515.15;1521.02;1505.22;1505.94;25909075265;;
IMOEX;Индекс МосБиржи;2013-11-06;1507.07;1510.42;1498.11;1499.95;29272939734;;
IMOEX;Индекс МосБиржи;2013-11-07;1499.95;1515.77;1495.98;1509.25;35131179147;;
IMOEX;Индекс МосБиржи;2013-11-08;1508.61;1508.61;1486.51;1489.55;33717266105;;
IMOEX;Индекс МосБиржи;2013-11-11;1488.89;1496.47;1482.84;1483.46;24751960100;;
IMOEX;Индекс МосБиржи;2013-11-12;1485.45;1500.84;1481.29;1500.41;36212433120;;
IMOEX;Индекс МосБиржи;2013-11-13;1499;1499;1464.59;1466.82;45368983051;;
IMOEX;Индекс МосБиржи;2013-11-14;1466.82;1494.74;1466.82;1490.89;38372492221;;
IMOEX;Индекс МосБиржи;2013-11-15;1489.4;1503.45;1488.56;1493.79;36407934415;;
IMOEX;Индекс МосБиржи;2013-11-18;1494.53;1511.2;1494.53;1510.61;31536775427;;
IMOEX;Индекс МосБиржи;2013-11-19;1510.72;1517.64;1505.52;1511.19;32913517098;;
IMOEX;Индекс МосБиржи;2013-11-20;1511.16;1511.16;1495.03;1508.52;32676820398;;
IMOEX;Индекс МосБиржи;2013-11-21;1506.62;1506.62;1489.98;1494.07;28080499700;;
IMOEX;Индекс МосБиржи;2013-11-22;1494.1;1506.11;1492.23;1504.1;29655219213;;
IMOEX;Индекс МосБиржи;2013-11-25;1504.21;1513.33;1501.58;1502.41;31967064018;;
IMOEX;Индекс МосБиржи;2013-11-26;1502.89;1503.7;1480.39;1484.37;48229948205;;
IMOEX;Индекс МосБиржи;2013-11-27;1484.6;1489.49;1473.23;1475.42;41550434835;;
IMOEX;Индекс МосБиржи;2013-11-28;1475.16;1487.5;1475.16;1479.46;24668741069;;
IMOEX;Индекс МосБиржи;2013-11-29;1480.08;1484.02;1467.32;1479.35;31291760745;;
IMOEX;Индекс МосБиржи;2013-12-02;1479.32;1488.97;1472.55;1473.26;24196675363;;
IMOEX;Индекс МосБиржи;2013-12-03;1473.56;1473.56;1441.36;1448.84;47456307434;;
